,Item,Location,Transaction.Date,Quantity,Price.Per.Unit,Transaction.ID,Total.Spent,Payment.Method
5301,black forest,Takeaway,8/14/2023,2,3,TXN_8712303,TRUE,Credit Card
5302,Smoothie,In-store,8/20/2023,4,4,TXN_2289122,FALSE,Cash
5303,Juice,In-store,12-09-2023,1,3,TXN_2988434,TRUE,Digital Wallet
5304,Salad,Takeaway,10-02-2023,3,5,TXN_1197536,FALSE,Cash
5305,Coffee,In-store,6/29/2023,5,2,TXN_7327362,FALSE,Credit Card
5306,Cake,Takeaway,11/14/2023,4,3,TXN_5628251,FALSE,Credit Card
5307,Juice,Takeaway,2/26/2023,3,3,TXN_2687748,TRUE,Cash
5308,Sandwich,Takeaway,01-04-2023,3,4,TXN_8309656,FALSE,Cash
5309,Smoothie,Takeaway,05-01-2023,4,4,TXN_7597276,FALSE,Digital Wallet
5310,Sandwich,In-store,06-11-2023,2,4,TXN_4360906,TRUE,Cash
5311,Coffee,In-store,01-06-2023,3,2,TXN_6000890,TRUE,Digital Wallet
5312,Coffee,In-Store,11/19/2023,1,2,TXN_8917565,FALSE,Cash
5313,Coffee,Takeaway,12-02-2023,4,2,TXN_6264113,TRUE,Cash
5314,Coffee,In-store,01-05-2023,5,2,TXN_3603434,FALSE,Cash
5315,Cake,In-store,03-03-2023,3,3,TXN_7976129,TRUE,Cash
5316,Coffee,Takeaway,7/16/2023,4,2,TXN_7420434,TRUE,Credit Card
5317,Juice,Takeaway,03-04-2023,2,3,TXN_5818852,TRUE,Cash
5318,Juice,Takeaway,01-10-2023,4,3,TXN_9976598,FALSE,Cash
5319,Sandwich,Takeaway,04-09-2023,4,4,TXN_1556046,FALSE,Credit Card
5320,Coffee,Takeaway,10/29/2023,5,2,TXN_7129511,FALSE,Cash
5321,Coffee,Takeaway,12-04-2023,4,2,TXN_6324434,TRUE,Cash
5322,Tea,Takeaway,11-03-2023,3,5,TXN_2380352,TRUE,Digital Wallet
5323,Juice,In-store,01-05-2023,4,3,TXN_6455325,FALSE,Credit Card
5324,Tea,In-store,2/17/2023,5,5,TXN_6682253,FALSE,Cash
5325,black forest,Takeaway,8/13/2023,2,5,TXN_8220657,FALSE,Cash
5326,Smoothie,In-store,03-06-2023,5,4,TXN_7819240,FALSE,Cash
5327,Cookie,In-store,07-10-2023,3,1,TXN_4451380,TRUE,Digital Wallet
5328,Salad,Takeaway,6/15/2023,2,5,TXN_2482298,FALSE,Cash
5329,Tea,In-Store,6/20/2023,3,5,TXN_2606750,TRUE,Cash
5330,Cookie,In-store,11/19/2023,5,1,TXN_4493874,TRUE,Cash
5331,Salad,Takeaway,1/18/2023,2,5,TXN_2705302,FALSE,Credit Card
5332,Sandwich,Takeaway,10-02-2023,5,4,TXN_3706167,FALSE,Digital Wallet
5333,Tea,Takeaway,3/22/2023,3,5,TXN_7414587,TRUE,Cash
5334,Cookie,Takeaway,09-10-2023,2,1,TXN_3360649,FALSE,Cash
5335,Salad,Takeaway,06-01-2023,2,5,TXN_6132245,FALSE,Digital Wallet
5336,Salad,Takeaway,1/15/2023,4,5,TXN_2633322,FALSE,Digital Wallet
5337,Cake,In-store,9/15/2023,2,3,TXN_9910333,TRUE,Cash
5338,Cake,In-Store,10/31/2023,1,3,TXN_7321479,TRUE,Cash
5339,Sandwich,Takeaway,06-10-2023,2,4,TXN_4315166,TRUE,Digital Wallet
5340,Cookie,Takeaway,1/25/2023,4,1,TXN_7843112,TRUE,Cash
5341,Sandwich,Takeaway,07-10-2023,1,4,TXN_2879791,TRUE,Cash
5342,Cake,In-store,01-12-2023,1,3,TXN_2503128,TRUE,Cash
5343,Cookie,In-store,7/29/2023,5,1,TXN_3091574,TRUE,Gpay
5344,Sandwich,Takeaway,5/17/2023,4,4,TXN_2371763,FALSE,Cash
5345,Smoothie,Takeaway,7/14/2023,3,4,TXN_5726114,FALSE,Digital Wallet
5346,Salad,Takeaway,10/27/2023,2,5,TXN_1079844,FALSE,Digital Wallet
5347,Tea,Takeaway,06-10-2023,1,5,TXN_8726097,TRUE,Digital Wallet
5348,Salad,Takeaway,6/29/2023,5,5,TXN_1633337,TRUE,Credit Card
5349,Cookie,In-store,01-11-2023,4,1,TXN_5222176,TRUE,Cash
5350,Coffee,In-store,1/25/2023,2,2,TXN_7480940,TRUE,Cash
5351,Salad,Takeaway,11/20/2023,2,5,TXN_2437508,FALSE,Cash
5352,Salad,In-store,06-04-2023,4,5,TXN_7445500,FALSE,Cash
5353,Smoothie,In-store,10-10-2023,4,4,TXN_5036614,FALSE,Digital Wallet
5354,Salad,Takeaway,12-07-2023,1,5,TXN_9731164,TRUE,Cash
5355,Juice,In-store,05-11-2023,4,3,TXN_1417291,FALSE,Digital Wallet
5356,Sandwich,In-store,9/28/2023,1,4,TXN_9792093,TRUE,Cash
5357,Tea,In-store,4/28/2023,5,5,TXN_9989239,FALSE,Cash
5358,Tea,Takeaway,02-06-2023,3,5,TXN_6055570,TRUE,Cash
5359,Coffee,In-store,7/24/2023,5,2,TXN_1231531,FALSE,Digital Wallet
5360,Juice,Takeaway,7/18/2023,5,3,TXN_8843108,FALSE,Cash
5361,Cookie,Takeaway,04-12-2023,4,1,TXN_4643305,TRUE,Cash
5362,Sandwich,In-store,10/24/2023,3,4,TXN_8754977,FALSE,Digital Wallet
5363,Sandwich,Takeaway,11-07-2023,3,4,TXN_2052060,FALSE,Cash
5364,Coffee,Takeaway,6/21/2023,3,2,TXN_1275124,TRUE,Cash
5365,Coffee,Takeaway,02-02-2023,1,2,TXN_3534536,FALSE,Credit Card
5366,Coffee,In-store,01-06-2023,5,3.394257204,TXN_1779679,FALSE,Cash
5367,Sandwich,Takeaway,06-04-2023,5,4,TXN_4583908,TRUE,Digital Wallet
5368,Cookie,Takeaway,11-05-2023,5,3.394257204,TXN_6379692,TRUE,Digital Wallet
5369,Tea,In-store,07-11-2023,4,5,TXN_3999862,TRUE,Cash
5370,Coffee,Takeaway,2/19/2023,5,2,TXN_7694326,FALSE,Cash
5371,Sandwich,Takeaway,7/29/2023,3,4,TXN_1171080,FALSE,Credit Card
5372,Juice,Takeaway,9/21/2023,1,3,TXN_5658895,TRUE,Cash
5373,fresh juice,Takeaway,08-06-2023,2,5,TXN_7704680,FALSE,Credit Card
5374,Smoothie,Takeaway,12-10-2023,4,4,TXN_6395070,FALSE,Credit Card
5375,Juice,In-store,9/23/2023,1,3,TXN_9576454,TRUE,Credit Card
5376,Cake,Takeaway,10/19/2023,1,3,TXN_7907259,TRUE,Digital Wallet
5377,Sandwich,In-store,05-10-2023,3,4,TXN_4487345,FALSE,Cash
5378,Juice,Takeaway,05-12-2023,2,3,TXN_5929341,TRUE,Cash
5379,Juice,Takeaway,12/16/2023,5,3,TXN_6021173,FALSE,Cash
5380,Coffee,Takeaway,03-06-2023,4,2,TXN_6272473,TRUE,Cash
5381,Cookie,Takeaway,8/24/2023,1,1,TXN_5243032,FALSE,Cash
5382,Cookie,In-store,9/21/2023,3,1,TXN_5863411,TRUE,Digital Wallet
5383,Cookie,Takeaway,11/24/2023,2,1,TXN_4087571,FALSE,Cash
5384,Cookie,Takeaway,9/23/2023,5,1,TXN_7680197,TRUE,Cash
5385,Coffee,Takeaway,2/20/2023,3,2,TXN_8773639,TRUE,Digital Wallet
5386,Coffee,In-store,05-03-2023,5,2,TXN_5960979,FALSE,Digital Wallet
5387,Tea,In-store,3/16/2023,3,5,TXN_7894534,TRUE,Credit Card
5388,Coffee,Takeaway,10-12-2023,4,2,TXN_4890770,TRUE,Cash
5389,Cookie,Takeaway,01-02-2023,1,1,TXN_6079741,TRUE,Cash
5390,Juice,Takeaway,8/13/2023,2,3,TXN_4612930,TRUE,Cash
5391,Cookie,Takeaway,05-05-2023,1,1,TXN_1124311,FALSE,Cash
5392,Coffee,In-Store,01-10-2023,5,2,TXN_6380636,FALSE,Cash
5393,Cookie,Takeaway,5/30/2023,5,1,TXN_5720183,TRUE,Credit Card
5394,Tea,In-store,12/14/2023,3,5,TXN_6382322,TRUE,Digital Wallet
5395,fresh juice,Takeaway,12-12-2023,2,1,TXN_8119542,FALSE,Digital Wallet
5396,Coffee,Takeaway,9/19/2023,5,2,TXN_1674042,FALSE,Digital Wallet
5397,Tea,Takeaway,11/25/2023,2,5,TXN_8398809,TRUE,Credit Card
5398,Tea,In-store,12/28/2023,5,5,TXN_7728415,FALSE,Credit Card
5399,Sandwich,Takeaway,12-11-2023,5,4,TXN_5285171,FALSE,Cash
5400,Smoothie,Takeaway,10/22/2023,1,4,TXN_2527007,TRUE,Digital Wallet
5401,Salad,In-store,12/23/2023,4,5,TXN_8331542,FALSE,Cash
5402,Smoothie,Takeaway,2/23/2023,4,4,TXN_2999220,FALSE,Digital Wallet
5403,Cake,Takeaway,8/25/2023,2,3,TXN_5108188,TRUE,Cash
5404,Sandwich,Takeaway,08-01-2023,2,4,TXN_6680963,TRUE,Credit Card
5405,Coffee,Takeaway,11/13/2023,2,2,TXN_2308317,TRUE,Digital Wallet
5406,Tea,Takeaway,08-07-2023,5,5,TXN_8811902,FALSE,Credit Card
5407,hot chocolate,In-store,5/28/2023,1,4,TXN_7349134,TRUE,Credit Card
5408,Cookie,Takeaway,7/20/2023,3,1,TXN_1467546,TRUE,Cash
5409,Salad,Takeaway,12/21/2023,2,5,TXN_2276722,FALSE,Cash
5410,Salad,Takeaway,5/20/2023,5,5,TXN_2519044,TRUE,Digital Wallet
5411,Salad,In-store,6/24/2023,2,5,TXN_2851147,FALSE,Digital Wallet
5412,Coffee,Takeaway,1/31/2023,3,2,TXN_3349404,TRUE,Digital Wallet
5413,Juice,In-store,04-07-2023,5,3,TXN_7939011,FALSE,Credit Card
5414,Salad,In-Store,5/30/2023,2,5,TXN_3877580,FALSE,Digital Wallet
5415,Juice,Takeaway,1/30/2023,3,3,TXN_5220523,TRUE,Cash
5416,Coffee,In-store,5/27/2023,5,2,TXN_5934526,FALSE,Credit Card
5417,Tea,Takeaway,3/27/2023,3,5,TXN_8935939,TRUE,Digital Wallet
5418,Salad,Takeaway,5/21/2023,5,5,TXN_3586935,TRUE,Cash
5419,Salad,Takeaway,10/26/2023,3,5,TXN_1781777,FALSE,Credit Card
5420,Juice,In-store,04-12-2023,1,3,TXN_6461461,TRUE,Cash
5421,Sandwich,Takeaway,10-06-2023,2,4,TXN_1707251,TRUE,Digital Wallet
5422,Coffee,In-store,03-11-2023,5,3.394257204,TXN_4493878,FALSE,Credit Card
5423,Juice,Takeaway,7/22/2023,4,3,TXN_2446874,FALSE,Credit Card
5424,Cake,Takeaway,3/13/2023,1,3,TXN_5747859,TRUE,Credit Card
5425,Cookie,Takeaway,12/25/2023,4,1,TXN_8172333,TRUE,Credit Card
5426,Tea,Takeaway,12/29/2023,3,5,TXN_8600523,TRUE,Cash
5427,Smoothie,In-store,3/13/2023,5,4,TXN_7471753,FALSE,Cash
5428,Sandwich,In-store,06-06-2023,1,4,TXN_3884527,TRUE,Digital Wallet
5429,Smoothie,Takeaway,01-09-2023,2,4,TXN_9072517,TRUE,Credit Card
5430,Tea,In-store,09-04-2023,5,5,TXN_4378200,FALSE,Credit Card
5431,Coffee,Takeaway,12/18/2023,5,2,TXN_3918998,FALSE,Digital Wallet
5432,Tea,Takeaway,3/30/2023,2,5,TXN_7674694,TRUE,Cash
5433,Tea,Takeaway,9/15/2023,2,5,TXN_3875049,TRUE,Digital Wallet
5434,Tea,Takeaway,6/14/2023,3,5,TXN_5400266,TRUE,Digital Wallet
5435,Cookie,In-store,1/21/2023,3,1,TXN_2402978,TRUE,Credit Card
5436,Salad,Takeaway,10/26/2023,1,5,TXN_6188306,TRUE,Cash
5437,Cookie,In-store,9/18/2023,1,1,TXN_1148874,FALSE,Credit Card
5438,Sandwich,Takeaway,8/17/2023,4,4,TXN_1888708,FALSE,Cash
5439,Cookie,Takeaway,07-10-2023,5,1,TXN_8842592,TRUE,Gpay
5440,Cake,Takeaway,7/14/2023,3,3,TXN_2761204,TRUE,Cash
5441,Smoothie,Takeaway,6/25/2023,3,4,TXN_9038745,FALSE,Gpay
5442,Sandwich,Takeaway,4/24/2023,5,4,TXN_1374424,FALSE,Cash
5443,Salad,Takeaway,03-05-2023,3,5,TXN_7205840,FALSE,Cash
5444,Smoothie,Takeaway,08-10-2023,2,4,TXN_7714378,TRUE,Cash
5445,Tea,Takeaway,7/16/2023,5,5,TXN_7732813,TRUE,Credit Card
5446,Smoothie,Takeaway,6/30/2023,2,4,TXN_6718205,TRUE,Digital Wallet
5447,Cake,In-store,06-04-2023,5,3,TXN_8878429,FALSE,Digital Wallet
5448,Salad,Takeaway,10/26/2023,2,5,TXN_6899576,FALSE,Digital Wallet
5449,Smoothie,In-store,11-08-2023,2,4,TXN_2761003,TRUE,Gpay
5450,Tea,Takeaway,10/13/2023,1,5,TXN_6929413,TRUE,Digital Wallet
5451,hot chocolate,In-store,8/20/2023,4,3,TXN_2350703,FALSE,Cash
5452,Smoothie,Takeaway,11-03-2023,2,4,TXN_1948437,TRUE,Cash
5453,Smoothie,Takeaway,8/31/2023,4,3,TXN_5901887,FALSE,Gpay
5454,Sandwich,In-store,01-07-2023,1,4,TXN_1072232,TRUE,Digital Wallet
5455,Cake,Takeaway,12-09-2023,5,3,TXN_7469771,FALSE,Gpay
5456,Salad,Takeaway,09-12-2023,4,5,TXN_7139053,FALSE,Digital Wallet
5457,Sandwich,In-store,12/24/2023,5,3,TXN_6028915,FALSE,Cash
5458,Cake,Takeaway,6/26/2023,1,3,TXN_3622194,TRUE,Digital Wallet
5459,Cake,In-Store,8/27/2023,1,3,TXN_6431215,TRUE,Cash
5460,Cookie,Takeaway,02-10-2023,4,1,TXN_4385240,TRUE,Cash
5461,fresh juice,Takeaway,12/27/2023,2,4,TXN_3840523,TRUE,Credit Card
5462,Cake,Takeaway,03-08-2023,3,3,TXN_5697778,TRUE,Cash
5463,Smoothie,Takeaway,10/28/2023,2,4,TXN_1749299,TRUE,Credit Card
5464,Juice,In-store,4/14/2023,3.027276415,3,TXN_6806024,TRUE,Credit Card
5465,Coffee,Takeaway,08-10-2023,5,2,TXN_8352365,FALSE,Cash
5466,Cookie,Takeaway,5/21/2023,2,1,TXN_7143535,FALSE,Cash
5467,Sandwich,Takeaway,03-06-2023,5,4,TXN_5090839,FALSE,Cash
5468,Salad,Takeaway,11-07-2023,5,5,TXN_5743619,TRUE,Digital Wallet
5469,Cookie,Takeaway,8/14/2023,2,1,TXN_8785432,FALSE,Cash
5470,Cake,In-store,11/25/2023,3,3,TXN_1086324,TRUE,Cash
5471,Sandwich,Takeaway,06-10-2023,5,4,TXN_8888599,FALSE,Cash
5472,Cake,Takeaway,04-12-2023,5,3,TXN_6361309,FALSE,Cash
5473,Sandwich,Takeaway,4/30/2023,5,4,TXN_8211146,FALSE,Digital Wallet
5474,Cookie,Takeaway,5/14/2023,1,1,TXN_5826333,FALSE,Cash
5475,Sandwich,Takeaway,2/25/2023,1,4,TXN_1555314,TRUE,Cash
5476,Smoothie,Takeaway,03-05-2023,5,4,TXN_4611673,FALSE,Digital Wallet
5477,Cake,In-store,6/13/2023,2,3,TXN_8839045,TRUE,Cash
5478,Sandwich,In-store,07-02-2023,1,4,TXN_5183249,TRUE,Cash
5479,Tea,Takeaway,1/22/2023,2,5,TXN_5104848,TRUE,Cash
5480,Sandwich,In-store,1/16/2023,3,4,TXN_9943917,FALSE,Credit Card
5481,Salad,Takeaway,9/22/2023,4,5,TXN_2490461,FALSE,Cash
5482,Cake,Takeaway,10/15/2023,2,3,TXN_5852244,TRUE,Credit Card
5483,Tea,Takeaway,09-02-2023,1,5,TXN_9874775,TRUE,Cash
5484,Juice,Takeaway,3/23/2023,2,3,TXN_2586215,TRUE,Digital Wallet
5485,Coffee,Takeaway,7/15/2023,1,2,TXN_7704229,TRUE,Cash
5486,Tea,Takeaway,4/28/2023,2,5,TXN_5444860,TRUE,Digital Wallet
5487,Coffee,Takeaway,12/17/2023,1,2,TXN_9391494,FALSE,Cash
5488,Smoothie,In-Store,7/26/2023,5,4,TXN_3557583,FALSE,Credit Card
5489,hot chocolate,Takeaway,9/27/2023,1,3,TXN_8739878,TRUE,Cash
5490,black forest,Takeaway,1/18/2023,1,4,TXN_5386352,TRUE,Credit Card
5491,hot chocolate,Takeaway,3/21/2023,5,1,TXN_8321887,TRUE,Cash
5492,Sandwich,In-store,4/21/2023,1,4,TXN_3995266,TRUE,Credit Card
5493,Cake,Takeaway,12/31/2023,4,3,TXN_7326974,FALSE,Credit Card
5494,Cake,Takeaway,9/29/2023,2,3,TXN_7277750,TRUE,Cash
5495,Sandwich,Takeaway,4/18/2023,1,4,TXN_8075323,TRUE,Digital Wallet
5496,Sandwich,In-store,05-10-2023,5,4,TXN_4831345,FALSE,Cash
5497,Juice,Takeaway,06-04-2023,5,3,TXN_6301984,FALSE,Cash
5498,Cookie,Takeaway,2/15/2023,5,1,TXN_1456374,TRUE,Cash
5499,Coffee,Takeaway,11/14/2023,1,2,TXN_3263746,FALSE,Cash
5500,Salad,Takeaway,04-12-2023,3,5,TXN_2268203,FALSE,Cash
5501,Smoothie,Takeaway,12/21/2023,3,4,TXN_9502077,FALSE,Cash
5502,Coffee,Takeaway,06-04-2023,4,2,TXN_4994052,TRUE,Cash
5503,Cookie,Takeaway,01-06-2023,5,1,TXN_1671480,TRUE,Cash
5504,Cake,In-store,7/24/2023,3,3,TXN_7430227,TRUE,Cash
5505,Cookie,Takeaway,6/18/2023,1,1,TXN_1516182,FALSE,Cash
5506,Salad,Takeaway,5/30/2023,5,5,TXN_8807199,TRUE,Credit Card
5507,Coffee,In-store,4/29/2023,4,2,TXN_8700466,TRUE,Digital Wallet
5508,Sandwich,In-store,03-10-2023,4,4,TXN_2190325,FALSE,Credit Card
5509,Cookie,Takeaway,04-12-2023,2,1,TXN_4150495,FALSE,Cash
5510,Cake,Takeaway,12-06-2023,4,3,TXN_3794410,FALSE,Credit Card
5511,Juice,In-store,11/19/2023,5,3,TXN_5677869,FALSE,Cash
5512,Salad,In-store,6/29/2023,2,5,TXN_3436462,FALSE,Credit Card
5513,Cake,In-Store,5/18/2023,1,3,TXN_7493740,TRUE,Cash
5514,Salad,Takeaway,8/28/2023,1,5,TXN_7388752,TRUE,Credit Card
5515,Sandwich,In-store,04-12-2023,3,4,TXN_9448209,FALSE,Cash
5516,Cookie,In-store,11/26/2023,2,1,TXN_8655424,FALSE,Cash
5517,Smoothie,In-store,9/25/2023,5,4,TXN_9720012,FALSE,Cash
5518,black forest,In-store,6/15/2023,4,4,TXN_6609572,FALSE,Cash
5519,Tea,Takeaway,6/20/2023,1,5,TXN_9390188,TRUE,Cash
5520,Cake,Takeaway,06-11-2023,2,3,TXN_1952465,TRUE,Cash
5521,Juice,In-store,09-09-2023,5,3,TXN_7605154,FALSE,Cash
5522,Coffee,In-store,3/30/2023,3,2,TXN_2684400,TRUE,Credit Card
5523,Cake,Takeaway,8/28/2023,2,3,TXN_4702378,TRUE,Cash
5524,Sandwich,Takeaway,02-11-2023,2,4,TXN_6312755,TRUE,Credit Card
5525,Tea,In-store,9/18/2023,4,5,TXN_7584025,TRUE,Cash
5526,Sandwich,In-store,11-01-2023,5,4,TXN_7533540,FALSE,Cash
5527,Juice,Takeaway,1/13/2023,4,3,TXN_4425164,FALSE,Cash
5528,Juice,Takeaway,05-04-2023,3,3,TXN_4325648,TRUE,Digital Wallet
5529,Tea,In-store,7/30/2023,4,5,TXN_7151374,TRUE,Credit Card
5530,Salad,Takeaway,12-02-2023,5,5,TXN_6413250,FALSE,Cash
5531,Juice,In-store,01-11-2023,1,3,TXN_6496506,TRUE,Digital Wallet
5532,Tea,Takeaway,8/26/2023,1,5,TXN_2695546,TRUE,Credit Card
5533,Cookie,Takeaway,07-02-2023,5,1,TXN_4823513,TRUE,Cash
5534,Smoothie,In-store,06-04-2023,1,4,TXN_8960347,FALSE,Cash
5535,Sandwich,Takeaway,12/16/2023,1,4,TXN_3222677,TRUE,Digital Wallet
5536,Coffee,In-store,4/29/2023,4,2,TXN_9942517,TRUE,Digital Wallet
5537,Coffee,Takeaway,03-03-2023,5,2,TXN_8735418,FALSE,Digital Wallet
5538,fresh juice,In-store,8/22/2023,4,1,TXN_7799794,TRUE,Digital Wallet
5539,Tea,In-store,6/24/2023,2,5,TXN_6347670,TRUE,Digital Wallet
5540,Sandwich,Takeaway,6/13/2023,4,3,TXN_9180345,FALSE,Digital Wallet
5541,Cake,Takeaway,8/27/2023,2,3,TXN_9632482,TRUE,Credit Card
5542,Tea,Takeaway,9/22/2023,4,5,TXN_4642770,TRUE,Cash
5543,Smoothie,Takeaway,2/26/2023,1,4,TXN_5356324,TRUE,Gpay
5544,Cake,Takeaway,12-12-2023,1,3,TXN_5148730,TRUE,Cash
5545,Cookie,Takeaway,8/15/2023,3,1,TXN_8848847,TRUE,Cash
5546,Tea,Takeaway,04-06-2023,3,5,TXN_3686848,TRUE,Cash
5547,Smoothie,Takeaway,10/20/2023,4,4,TXN_2328896,FALSE,Cash
5548,Cookie,Takeaway,05-11-2023,5,1,TXN_6361856,TRUE,Credit Card
5549,Tea,Takeaway,10-08-2023,1,5,TXN_5942011,TRUE,Cash
5550,Salad,Takeaway,08-09-2023,5,5,TXN_7137364,TRUE,Cash
5551,hot chocolate,Takeaway,06-09-2023,4,4,TXN_9904042,FALSE,Credit Card
5552,fresh juice,In-store,01-12-2023,3,5,TXN_1510406,FALSE,Cash
5553,Sandwich,Takeaway,6/21/2023,5,4,TXN_8176812,FALSE,Digital Wallet
5554,Coffee,In-store,11-04-2023,2,3,TXN_1360872,TRUE,Credit Card
5555,Coffee,Takeaway,7/21/2023,5,2,TXN_4413776,FALSE,Cash
5556,Cookie,Takeaway,6/26/2023,2,1,TXN_1811953,FALSE,Credit Card
5557,Smoothie,Takeaway,11/18/2023,5,4,TXN_9382596,FALSE,Credit Card
5558,Cookie,In-store,06-12-2023,4,1,TXN_9480564,TRUE,Cash
5559,Cake,In-store,06-08-2023,3,3,TXN_1094479,TRUE,Credit Card
5560,Coffee,Takeaway,04-01-2023,1,2,TXN_8301190,FALSE,Cash
5561,Smoothie,Takeaway,9/19/2023,4,4,TXN_7653946,FALSE,Cash
5562,Cake,Takeaway,11/14/2023,5,3,TXN_1348274,FALSE,Cash
5563,Sandwich,In-store,7/16/2023,2,4,TXN_2855149,TRUE,Cash
5564,Juice,Takeaway,11-12-2023,5,3,TXN_9320167,FALSE,Credit Card
5565,Sandwich,In-store,04-10-2023,3,4,TXN_1135215,FALSE,Cash
5566,Cookie,In-Store,9/28/2023,5,1,TXN_6158518,TRUE,Cash
5567,Cookie,Takeaway,10-01-2023,4,1,TXN_5734442,TRUE,Credit Card
5568,Salad,Takeaway,04-08-2023,1,5,TXN_5748083,FALSE,Cash
5569,Juice,Takeaway,10-05-2023,3.027276415,3,TXN_1804335,TRUE,Credit Card
5570,Cookie,Takeaway,9/26/2023,5,1,TXN_3644269,TRUE,Credit Card
5571,hot chocolate,Takeaway,11/18/2023,4,1,TXN_5611239,TRUE,Cash
5572,Cookie,In-store,08-09-2023,1,1,TXN_4020100,FALSE,Cash
5573,Salad,Takeaway,10-07-2023,4,5,TXN_1643870,FALSE,Digital Wallet
5574,Salad,In-store,11/30/2023,3,5,TXN_4734216,FALSE,Digital Wallet
5575,Cake,Takeaway,09-08-2023,2,3,TXN_4060538,TRUE,Digital Wallet
5576,Cake,Takeaway,6/29/2023,1,3,TXN_4788388,TRUE,Cash
5577,hot chocolate,In-store,3/28/2023,2,4,TXN_9348280,TRUE,Credit Card
5578,Tea,Takeaway,5/30/2023,3,5,TXN_5173628,TRUE,Cash
5579,Juice,Takeaway,6/28/2023,3,3,TXN_9040196,TRUE,Cash
5580,Tea,In-store,12-04-2023,1,5,TXN_1853983,TRUE,Cash
5581,black forest,Takeaway,11/16/2023,5,4,TXN_6154823,FALSE,Digital Wallet
5582,Salad,In-store,1/24/2023,3,5,TXN_1936915,FALSE,Digital Wallet
5583,Smoothie,Takeaway,2/13/2023,4,3.394257204,TXN_8693747,FALSE,Digital Wallet
5584,Cookie,Takeaway,3/21/2023,3,1,TXN_2911864,TRUE,Digital Wallet
5585,Juice,Takeaway,05-01-2023,3,3,TXN_2336921,TRUE,Digital Wallet
5586,Coffee,Takeaway,5/27/2023,3,2,TXN_3275800,TRUE,Cash
5587,Tea,Takeaway,11/25/2023,3,5,TXN_6472656,TRUE,Cash
5588,Smoothie,In-store,01-08-2023,2,4,TXN_3494191,TRUE,Credit Card
5589,Cookie,Takeaway,01-07-2023,1,1,TXN_4177717,FALSE,Cash
5590,Juice,Takeaway,01-03-2023,1,3,TXN_7313328,TRUE,Cash
5591,black forest,Takeaway,9/14/2023,2,2,TXN_4019047,TRUE,Cash
5592,Salad,Takeaway,1/21/2023,3,5,TXN_6832697,FALSE,Credit Card
5593,Coffee,Takeaway,2/14/2023,4,2,TXN_2919225,TRUE,Credit Card
5594,Sandwich,In-store,02-12-2023,1,4,TXN_4937344,TRUE,Credit Card
5595,Coffee,Takeaway,8/19/2023,1,2,TXN_6444366,FALSE,Digital Wallet
5596,Cake,Takeaway,9/28/2023,5,3,TXN_7448158,TRUE,Digital Wallet
5597,Tea,Takeaway,8/22/2023,1,5,TXN_7630601,TRUE,Cash
5598,Salad,Takeaway,10/22/2023,1,5,TXN_7366807,FALSE,Cash
5599,Coffee,Takeaway,11-10-2023,2,2,TXN_5762127,TRUE,Cash
5600,Coffee,Takeaway,12-02-2023,5,2,TXN_1856153,FALSE,Credit Card
5601,Tea,Takeaway,10-06-2023,4,5,TXN_4908458,TRUE,Cash
5602,Juice,In-store,7/23/2023,2,3,TXN_4214066,TRUE,Cash
5603,Cookie,Takeaway,7/28/2023,4,1,TXN_8252793,TRUE,Digital Wallet
5604,Cake,Takeaway,02-11-2023,4,3,TXN_1313643,FALSE,Credit Card
5605,Cookie,In-store,8/29/2023,3,1,TXN_2941227,TRUE,Cash
5606,Tea,Takeaway,6/29/2023,2,5,TXN_1206585,TRUE,Cash
5607,Juice,In-store,6/25/2023,2,3,TXN_9580673,TRUE,Gpay
5608,Smoothie,Takeaway,11/30/2023,3,4,TXN_9874192,FALSE,Cash
5609,Smoothie,In-store,06-01-2023,3,4,TXN_4475487,FALSE,Cash
5610,Salad,Takeaway,3/23/2023,1,5,TXN_8876663,FALSE,Digital Wallet
5611,Smoothie,In-store,8/25/2023,2,4,TXN_3858126,TRUE,Cash
5612,Smoothie,Takeaway,8/31/2023,4,3,TXN_3524464,FALSE,Credit Card
5613,Coffee,Takeaway,11/14/2023,3,2,TXN_6242107,TRUE,Cash
5614,Smoothie,Takeaway,6/20/2023,4,4,TXN_2352246,FALSE,Credit Card
5615,Cookie,In-Store,1/29/2023,4,1,TXN_9523335,TRUE,Credit Card
5616,Sandwich,Takeaway,10/31/2023,3,4,TXN_4475412,FALSE,Credit Card
5617,Coffee,In-store,04-11-2023,1,2,TXN_2656162,FALSE,Digital Wallet
5618,Sandwich,In-Store,1/18/2023,2,4,TXN_7517241,TRUE,Cash
5619,Tea,Takeaway,06-10-2023,2,5,TXN_6243134,TRUE,Digital Wallet
5620,black forest,In-store,05-02-2023,1,2,TXN_2435218,FALSE,Cash
5621,Coffee,In-store,1/23/2023,1,2,TXN_9022617,FALSE,Credit Card
5622,Cookie,Takeaway,6/27/2023,4,1,TXN_1031802,TRUE,Gpay
5623,Cake,Takeaway,10-04-2023,4,3,TXN_2346296,FALSE,Digital Wallet
5624,Smoothie,Takeaway,01-12-2023,5,4,TXN_8219210,FALSE,Cash
5625,Smoothie,In-store,1/14/2023,4,5,TXN_4541981,FALSE,Credit Card
5626,Juice,Takeaway,9/19/2023,2,3,TXN_8522571,TRUE,Credit Card
